Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT3QvJHpxJHqO1SZWHLUzt55,Interest,LINK,0.00821045,LINK,0.00821045,$0.05,-,-,"approved / LINK Interest Earned",2023-08-16 05:00:07
NXT1jaDnn4u9oaZhELO1mAepR,Interest,LINK,0.00820978,LINK,0.00820978,$0.06,-,-,"approved / LINK Interest Earned",2023-08-15 05:00:07
NXT7cMclU7nkBlK97frivrFvS,Interest,LINK,0.00820912,LINK,0.00820912,$0.06,-,-,"approved / LINK Interest Earned",2023-08-14 05:00:07
NXT1xQgwUxusGzNvWOGEt5UqA,Interest,LINK,0.00820845,LINK,0.00820845,$0.06,-,-,"approved / LINK Interest Earned",2023-08-13 05:00:06
NXTBS1CqfOBaDBVBLDmh0jGn,Interest,LINK,0.00820779,LINK,0.00820779,$0.06,-,-,"approved / LINK Interest Earned",2023-08-12 05:00:06
NXT4qgqVKH2YN35ZxavdK39vn,Interest,LINK,0.00820712,LINK,0.00820712,$0.06,-,-,"approved / LINK Interest Earned",2023-08-11 05:00:07
NXT7cX4Ml8GLSfL7RC75ltXbB,Interest,LINK,0.00820646,LINK,0.00820646,$0.06,-,-,"approved / LINK Interest Earned",2023-08-10 05:00:06
NXT5uej2AfHXjF7QQnDm3IAXP,Interest,LINK,0.00820580,LINK,0.00820580,$0.06,-,-,"approved / LINK Interest Earned",2023-08-09 05:00:07
NXT3jdDz4SYKHWgh5qQebIASZ,Interest,LINK,0.00820513,LINK,0.00820513,$0.06,-,-,"approved / LINK Interest Earned",2023-08-08 05:00:07
NXT5YpoEPYUTsYsJvXPxrwplO,Interest,LINK,0.00820447,LINK,0.00820447,$0.05,-,-,"approved / LINK Interest Earned",2023-08-07 05:00:06
NXT5mGO7tzphLVUBlvlxyrdE1,Interest,LINK,0.00820380,LINK,0.00820380,$0.05,-,-,"approved / LINK Interest Earned",2023-08-06 05:00:06
NXT2qPPdmK46RchtoTTEWuHhB,Interest,LINK,0.00820314,LINK,0.00820314,$0.05,-,-,"approved / LINK Interest Earned",2023-08-05 05:00:07
NXT7GcLRLnYjW9PAybCaEJfv0,Interest,LINK,0.00820247,LINK,0.00820247,$0.05,-,-,"approved / LINK Interest Earned",2023-08-04 05:00:06
NXT3tyHYDpqpVWwi4rXtgtbsh,Interest,LINK,0.00820181,LINK,0.00820181,$0.06,-,-,"approved / LINK Interest Earned",2023-08-03 05:00:06
NXT2xyBiiF5kUt5qUJ4t1A3eo,Interest,LINK,0.00820114,LINK,0.00820114,$0.06,-,-,"approved / LINK Interest Earned",2023-08-02 05:00:07
NXT3OlS7nsy5LqqZpv09iXhSv,Interest,LINK,0.00820048,LINK,0.00820048,$0.06,-,-,"approved / LINK Interest Earned",2023-08-01 05:00:06
NXTOXdrNWc7AiM7ZvGFB58Pz,Interest,LINK,0.00819982,LINK,0.00819982,$0.06,-,-,"approved / LINK Interest Earned",2023-07-31 05:00:07
NXT1fmRRaEIpJ2AGsJyZUehf5,Interest,LINK,0.00819915,LINK,0.00819915,$0.06,-,-,"approved / LINK Interest Earned",2023-07-30 05:00:06
NXTfhooySaSKrQvOVjHSQ9Ih,Interest,LINK,0.00819849,LINK,0.00819849,$0.06,-,-,"approved / LINK Interest Earned",2023-07-29 05:00:06
NXT3rFjnYfTopQZOxsaYvAtQR,Interest,LINK,0.00819782,LINK,0.00819782,$0.06,-,-,"approved / LINK Interest Earned",2023-07-28 05:00:07
NXTQ7mYCfxJcr6OfUUmHTGb7,Interest,LINK,0.00819716,LINK,0.00819716,$0.06,-,-,"approved / LINK Interest Earned",2023-07-27 05:00:06
NXT1BjHSMUgFpOfZkrz8HRIeF,Interest,LINK,0.00819650,LINK,0.00819650,$0.06,-,-,"approved / LINK Interest Earned",2023-07-26 05:00:06
NXT7karVJXaMCL22ZOEFOd5AZ,Interest,LINK,0.00819583,LINK,0.00819583,$0.06,-,-,"approved / LINK Interest Earned",2023-07-25 05:00:06
NXT5oMf3A0OuSv3HnHsSECkfO,Interest,LINK,0.00819517,LINK,0.00819517,$0.06,-,-,"approved / LINK Interest Earned",2023-07-24 05:00:06
NXT3DIAQpgfZTQKuqbJr54qEg,Interest,LINK,0.00819451,LINK,0.00819451,$0.06,-,-,"approved / LINK Interest Earned",2023-07-23 05:00:06
NXT7fmLLxtAx2JsNJFnQH7VKD,Interest,LINK,0.00819384,LINK,0.00819384,$0.06,-,-,"approved / LINK Interest Earned",2023-07-22 05:00:06
NXTn5l8LP8UJjQgxEsAnlOaK,Interest,LINK,0.00819318,LINK,0.00819318,$0.06,-,-,"approved / LINK Interest Earned",2023-07-21 05:00:07
NXT4X9StacWVVqmT8hqhQPtid,Interest,LINK,0.00819252,LINK,0.00819252,$0.05,-,-,"approved / LINK Interest Earned",2023-07-20 05:00:07
NXT1Kgll8XXLyQyF3D10NJ1hr,Interest,LINK,0.00819185,LINK,0.00819185,$0.05,-,-,"approved / LINK Interest Earned",2023-07-19 05:00:07
NXT329wk8uL006JYvfp0dTD38,Interest,LINK,0.00819119,LINK,0.00819119,$0.05,-,-,"approved / LINK Interest Earned",2023-07-18 05:00:06
NXT1Cc1HkXVngRqtLEJj0fhMT,Interest,LINK,0.00819053,LINK,0.00819053,$0.05,-,-,"approved / LINK Interest Earned",2023-07-17 05:00:07
NXT4hdrBL96Eirf7vxCWH9IKl,Interest,LINK,0.00818986,LINK,0.00818986,$0.05,-,-,"approved / LINK Interest Earned",2023-07-16 05:00:07
NXT4h1mduVsna15Wbs7Q02U1p,Interest,LINK,0.00818920,LINK,0.00818920,$0.05,-,-,"approved / LINK Interest Earned",2023-07-15 05:00:07
NXT2PkflBrBzirLAFwwJDZzmE,Interest,LINK,0.00818854,LINK,0.00818854,$0.05,-,-,"approved / LINK Interest Earned",2023-07-14 05:00:12
NXT2dzzfaBkkHVdu9iCxXvKlR,Interest,LINK,0.00818787,LINK,0.00818787,$0.05,-,-,"approved / LINK Interest Earned",2023-07-13 05:00:09
NXT4TxVhPEzckZM7CaZYPH1xF,Interest,LINK,0.00818721,LINK,0.00818721,$0.05,-,-,"approved / LINK Interest Earned",2023-07-12 05:00:08
NXT2um5hIQZOvHiTpedQNMpqE,Interest,LINK,0.00818655,LINK,0.00818655,$0.05,-,-,"approved / LINK Interest Earned",2023-07-11 05:00:09
NXT4QRydN9wJaVl5vyRTs8C3y,Interest,LINK,0.00818588,LINK,0.00818588,$0.04,-,-,"approved / LINK Interest Earned",2023-07-10 05:00:09
NXTL6rJHGvF5BTB81OUqtviP,Interest,LINK,0.00818522,LINK,0.00818522,$0.05,-,-,"approved / LINK Interest Earned",2023-07-09 05:00:08
NXT4om8dIzuaaHqRhAnjcblvN,Interest,LINK,0.00818456,LINK,0.00818456,$0.05,-,-,"approved / LINK Interest Earned",2023-07-08 05:00:09
NXT6ZSLdPtuJmr7Ku968LaNsi,Interest,LINK,0.00818390,LINK,0.00818390,$0.05,-,-,"approved / LINK Interest Earned",2023-07-07 05:00:10
NXTXZEehG4ZaVCJkwTXUeyqm,Interest,LINK,0.00818323,LINK,0.00818323,$0.05,-,-,"approved / LINK Interest Earned",2023-07-06 05:00:09
NXT2AxXdjyH6wD5dxeTQ0LgOv,Interest,LINK,0.00818257,LINK,0.00818257,$0.05,-,-,"approved / LINK Interest Earned",2023-07-05 05:00:09
NXT7XlzaAosnXuVxK3DS3qQK,Interest,LINK,0.00818191,LINK,0.00818191,$0.05,-,-,"approved / LINK Interest Earned",2023-07-04 05:00:10
NXT1xMte0WTbZpSMRMHc9VqOR,Interest,LINK,0.00818124,LINK,0.00818124,$0.05,-,-,"approved / LINK Interest Earned",2023-07-03 05:00:09
NXT1KxqFWYqw6TwbGZHPwzGth,Interest,LINK,0.00818058,LINK,0.00818058,$0.05,-,-,"approved / LINK Interest Earned",2023-07-02 05:00:08
NXT1jmU6joktA3sjYbr28bcjR,Interest,LINK,0.00817992,LINK,0.00817992,$0.05,-,-,"approved / LINK Interest Earned",2023-07-01 05:00:09
NXT7IMvexAV7rW8llG6B37kW0,Interest,LINK,0.00817926,LINK,0.00817926,$0.05,-,-,"approved / LINK Interest Earned",2023-06-30 05:00:09
NXT3kkydygfxyZWwAOPekkUgD,Interest,LINK,0.00817859,LINK,0.00817859,$0.04,-,-,"approved / LINK Interest Earned",2023-06-29 05:00:08
NXT7f8thvLhBu8lrTvijByPwk,Interest,LINK,0.00817793,LINK,0.00817793,$0.04,-,-,"approved / LINK Interest Earned",2023-06-28 05:00:08
NXTE42eUctWeP7d8eK7THIrB,Interest,LINK,0.00817727,LINK,0.00817727,$0.05,-,-,"approved / LINK Interest Earned",2023-06-27 05:00:09
NXT51uI4n9Thk7Znxi4KMk8zA,Interest,LINK,0.00817661,LINK,0.00817661,$0.05,-,-,"approved / LINK Interest Earned",2023-06-26 05:00:08
NXT3VyH4zhIiluuMgRrmfg5rZ,Interest,LINK,0.00817595,LINK,0.00817595,$0.05,-,-,"approved / LINK Interest Earned",2023-06-25 05:00:08
NXT2a8DiFzIQ49sLqT2YVThYO,Interest,LINK,0.00817528,LINK,0.00817528,$0.04,-,-,"approved / LINK Interest Earned",2023-06-24 05:00:08
NXT5eJnPN5BUyW8Kb8q0KbKno,Interest,LINK,0.00817462,LINK,0.00817462,$0.04,-,-,"approved / LINK Interest Earned",2023-06-23 05:00:09
NXT9LWN8byD4PUpblu4abtzz,Interest,LINK,0.00817396,LINK,0.00817396,$0.04,-,-,"approved / LINK Interest Earned",2023-06-22 05:00:09
NXT2Tw1MDRGkGRCRYNshtXDXG,Interest,LINK,0.00817330,LINK,0.00817330,$0.04,-,-,"approved / LINK Interest Earned",2023-06-21 05:00:09
NXT2BzGFIfRScmhTVu9aKvRS2,Interest,LINK,0.00817264,LINK,0.00817264,$0.04,-,-,"approved / LINK Interest Earned",2023-06-20 05:00:08
NXT6OkKt6WD5EkGj8ZyzSdvat,Interest,LINK,0.00817197,LINK,0.00817197,$0.04,-,-,"approved / LINK Interest Earned",2023-06-19 05:00:08
NXT7J1uGjE3pJMobqkU69IdRH,Interest,LINK,0.00817131,LINK,0.00817131,$0.04,-,-,"approved / LINK Interest Earned",2023-06-18 05:00:08
NXT63S8ok3u3NauA1LSmQDa8L,Interest,LINK,0.00817065,LINK,0.00817065,$0.04,-,-,"approved / LINK Interest Earned",2023-06-17 05:00:07
NXTrkXqV3ZXPC50aSzlrax2l,Interest,LINK,0.00816999,LINK,0.00816999,$0.04,-,-,"approved / LINK Interest Earned",2023-06-16 05:00:09
NXT20WKdUlEMJT6SqClHL0k3S,Interest,LINK,0.00816933,LINK,0.00816933,$0.04,-,-,"approved / LINK Interest Earned",2023-06-15 05:00:06
NXT24HREGr7ZlARcQ87DzFRKp,Interest,LINK,0.00816867,LINK,0.00816867,$0.04,-,-,"approved / LINK Interest Earned",2023-06-14 05:00:06
NXT5Lg6DEm2KcE5kPIYgExKOK,Interest,LINK,0.00816800,LINK,0.00816800,$0.04,-,-,"approved / LINK Interest Earned",2023-06-13 05:00:06
NXT5ACn9fu4fSFKE8Izo8N5kb,Interest,LINK,0.00816734,LINK,0.00816734,$0.04,-,-,"approved / LINK Interest Earned",2023-06-12 05:00:07
NXT3Fx5mzl60gWgmsmsqpjJgv,Interest,LINK,0.00816668,LINK,0.00816668,$0.04,-,-,"approved / LINK Interest Earned",2023-06-11 05:00:07
NXT2SgjOfXudlOjQR31ksORkv,Interest,LINK,0.00816602,LINK,0.00816602,$0.04,-,-,"approved / LINK Interest Earned",2023-06-10 05:00:07
NXT4kujxNVrUJMJ5dvEezQtWY,Interest,LINK,0.00816536,LINK,0.00816536,$0.04,-,-,"approved / LINK Interest Earned",2023-06-09 05:00:06
NXTrzpn6KoNi1qqdSLZr6D6A,Interest,LINK,0.00816470,LINK,0.00816470,$0.04,-,-,"approved / LINK Interest Earned",2023-06-08 05:00:07
NXT3RlFpYi8iYFXCWmKJ8Fg3N,Interest,LINK,0.00816404,LINK,0.00816404,$0.05,-,-,"approved / LINK Interest Earned",2023-06-07 05:00:06
NXT349CVeNWPYRjE4tF7hfyZR,Interest,LINK,0.00816338,LINK,0.00816338,$0.04,-,-,"approved / LINK Interest Earned",2023-06-06 05:00:06
NXT2darOT03rpyPE9FxEo3U55,Interest,LINK,0.00816271,LINK,0.00816271,$0.05,-,-,"approved / LINK Interest Earned",2023-06-05 05:00:05
NXT4v9CvOACQdT1a7kay4LEVT,Interest,LINK,0.00816205,LINK,0.00816205,$0.05,-,-,"approved / LINK Interest Earned",2023-06-04 05:00:06
NXT44XiqlvJMWlNmQ8iKw2xVm,Interest,LINK,0.00816139,LINK,0.00816139,$0.05,-,-,"approved / LINK Interest Earned",2023-06-03 05:00:06
NXT31f8Yn2UA9Ih3eaM29nqnw,Interest,LINK,0.00816073,LINK,0.00816073,$0.05,-,-,"approved / LINK Interest Earned",2023-06-02 05:00:05
NXT4GgjV4AVPzFzofEc7uzGvj,Interest,LINK,0.00816007,LINK,0.00816007,$0.05,-,-,"approved / LINK Interest Earned",2023-06-01 05:00:06
NXT1LAGPKaDoUIKUg27Lzb4fh,Interest,LINK,0.00815941,LINK,0.00815941,$0.05,-,-,"approved / LINK Interest Earned",2023-05-31 05:00:05
NXT6y6LnPzyODKpVE5WNOTY4N,Interest,LINK,0.00815875,LINK,0.00815875,$0.05,-,-,"approved / LINK Interest Earned",2023-05-30 05:00:05
NXT3sgmwoTviRlnHoMkmgPEQN,Interest,LINK,0.00815809,LINK,0.00815809,$0.05,-,-,"approved / LINK Interest Earned",2023-05-29 05:00:03
NXTr0IxHFtanQSKphu7NIchO,Interest,LINK,0.00815743,LINK,0.00815743,$0.05,-,-,"approved / LINK Interest Earned",2023-05-28 05:00:07
NXTBYQ3fItu0kOkd9YPef8s9,Interest,LINK,0.00815677,LINK,0.00815677,$0.05,-,-,"approved / LINK Interest Earned",2023-05-27 05:00:07
NXT23ExFgrtJ68zqayjYnZBhK,Interest,LINK,0.00815611,LINK,0.00815611,$0.05,-,-,"approved / LINK Interest Earned",2023-05-26 05:00:07
NXT1tHM6TYpF3b1YTCrcdKYT5,Interest,LINK,0.00815545,LINK,0.00815545,$0.05,-,-,"approved / LINK Interest Earned",2023-05-25 05:00:06
NXT1xgFSjNFajZan9BvJKzXqC,Interest,LINK,0.00815479,LINK,0.00815479,$0.05,-,-,"approved / LINK Interest Earned",2023-05-24 05:00:09
NXT75e0Ht81BZzUULUmCt58Qq,Interest,LINK,0.00815413,LINK,0.00815413,$0.05,-,-,"approved / LINK Interest Earned",2023-05-23 05:00:07
NXT5c5gTZTKJKcHCAioZ85Nzz,Interest,LINK,0.00815346,LINK,0.00815346,$0.05,-,-,"approved / LINK Interest Earned",2023-05-22 05:00:06
NXTVZtwt7vxXIGZZGo1QAUNC,Interest,LINK,0.00815280,LINK,0.00815280,$0.05,-,-,"approved / LINK Interest Earned",2023-05-21 05:00:05
NXT3EOh72sTfH7W7Av1T1IUF0,Interest,LINK,0.00815214,LINK,0.00815214,$0.05,-,-,"approved / LINK Interest Earned",2023-05-20 05:00:06
NXT3cAaTLOPXHqJ9dyICPHHWM,Interest,LINK,0.00815148,LINK,0.00815148,$0.05,-,-,"approved / LINK Interest Earned",2023-05-19 05:00:06
NXTW8kqQFkYh8nljxCOQanoh,Interest,LINK,0.00815082,LINK,0.00815082,$0.05,-,-,"approved / LINK Interest Earned",2023-05-18 05:00:06
NXT50MKJgbg4vtgZ72M0lR3nO,Interest,LINK,0.00815016,LINK,0.00815016,$0.05,-,-,"approved / LINK Interest Earned",2023-05-17 05:00:07
NXT4WqpxgZeWKJM4tDcBlWH1r,Interest,LINK,0.00814950,LINK,0.00814950,$0.05,-,-,"approved / LINK Interest Earned",2023-05-16 05:00:06
NXT4X7hxuLJUbsyIbvQUnAc5s,Interest,LINK,0.00814884,LINK,0.00814884,$0.05,-,-,"approved / LINK Interest Earned",2023-05-15 05:00:06
NXT1ShOeJ6gTYUjacdq6O66sa,Interest,LINK,0.00814818,LINK,0.00814818,$0.05,-,-,"approved / LINK Interest Earned",2023-05-14 05:00:06
NXT6gRYGLvHijGrLM5Ref9wOH,Interest,LINK,0.00814752,LINK,0.00814752,$0.05,-,-,"approved / LINK Interest Earned",2023-05-13 05:00:06
NXT1nP83UX7qvpAWkSVako5av,Interest,LINK,0.00814686,LINK,0.00814686,$0.05,-,-,"approved / LINK Interest Earned",2023-05-12 05:00:07
NXTuP7RrHUonubnjKh2XqtHM,Locking Term Deposit,XRP,-10097.00000000,XRP,10097.00000000,$4273.65,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2023-05-11 09:18:17
NXT3CjcIfQ8NjzBAPbpR6Sxoi,Interest,XRP,1.08492716,XRP,1.08492716,$0.46,-,-,"approved / XRP Interest Earned",2023-05-11 05:00:07
NXT6G7l9UMkIm5YMFcDTzH5Q,Interest,LINK,0.00814620,LINK,0.00814620,$0.05,-,-,"approved / LINK Interest Earned",2023-05-11 05:00:07
NXT6PJHMaMndUDfU8opTNgPqf,Interest,XRP,1.08481058,XRP,1.08481058,$0.46,-,-,"approved / XRP Interest Earned",2023-05-10 05:00:06
NXT1prUzi8peEMUeUTZHM5DMS,Interest,LINK,0.00814555,LINK,0.00814555,$0.05,-,-,"approved / LINK Interest Earned",2023-05-10 05:00:06
NXT6O6CnjV8xNfJlf8nOsKfC8,Interest,LINK,0.00814489,LINK,0.00814489,$0.05,-,-,"approved / LINK Interest Earned",2023-05-09 05:00:06
NXT1bzfovLzkm2inn9nwAg4M5,Interest,XRP,1.08469402,XRP,1.08469402,$0.46,-,-,"approved / XRP Interest Earned",2023-05-09 05:00:06
NXT7mk0ZFQwBoYF9oFXIhXhkZ,Unlocking Term Deposit,XRP,1841.04846967,XRP,1841.04846967,$810.28,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2023-05-08 05:02:05
NXT2Htz1DHt2uscdTqrmZv8SS,Fixed Term Interest,XRP,7.39770350,XRP,7.39770350,$3.26,-,-,"approved / Term Deposit Interest",2023-05-08 05:02:05
NXT3bHr3C79g5CCQRN1dAkohK,Interest,LINK,0.00814423,LINK,0.00814423,$0.05,-,-,"approved / LINK Interest Earned",2023-05-08 05:00:06
NXTU4ppwizv7XVYnr6puosHa,Interest,XRP,0.88596516,XRP,0.88596516,$0.38,-,-,"approved / XRP Interest Earned",2023-05-08 05:00:06
NXT5kxcWCd8xYv1iL68lGPOr8,Interest,LINK,0.00814357,LINK,0.00814357,$0.05,-,-,"approved / LINK Interest Earned",2023-05-07 05:00:07
NXTPA6qF1kf98qWpg172nOGP,Interest,XRP,0.88586997,XRP,0.88586997,$0.40,-,-,"approved / XRP Interest Earned",2023-05-07 05:00:07
NXT4zkoeD6eokkxpc9FOnDop6,Interest,LINK,0.00814291,LINK,0.00814291,$0.05,-,-,"approved / LINK Interest Earned",2023-05-06 05:00:06
NXT4wyqmk8i2yHLqHQmcG0Ofg,Interest,XRP,0.88577478,XRP,0.88577478,$0.41,-,-,"approved / XRP Interest Earned",2023-05-06 05:00:06
NXT46LkhEr4vWl82ls7WlcU7W,Exchange,USDX,-747.28000000,FLR,25465.92508053,$763.98,-,-,"approved / Exchange USDX to Flare",2023-05-05 14:16:56
NXT4tKkc5tE28Ni3GblyGLR3k,Exchange,GBPX,-600.00000000,USDX,747.28934400,$747.29,-,-,"approved / Exchange GBPX to USDX",2023-05-05 14:13:09
NXT6ZYfd4gueNtVEQ67Zn3MHb,Exchange Deposited On,GBP,-600.00000000,GBPX,600.00000000,$755.91,-,-,"approved / GBP to GBPX",2023-05-05 14:07:05
NXTVR2cpYqPXHFzVNmXExZ5a,Deposit To Exchange,GBP,600.00000000,GBPX,600.00000000,$755.91,-,-,"approved / GBP Top Up",2023-05-05 14:07:05
NXT6n32rFRAGcjX9w7TcVKRZ2,Interest,XRP,0.88567961,XRP,0.88567961,$0.41,-,-,"approved / XRP Interest Earned",2023-05-05 05:00:06
NXThaAIM9bP07YGxNKYNyTrt,Interest,LINK,0.00814225,LINK,0.00814225,$0.05,-,-,"approved / LINK Interest Earned",2023-05-05 05:00:06
NXT4OM4Hig7IEFDcyyUvK0hLz,Unlocking Term Deposit,XRP,7881.30250783,XRP,7881.30250783,$3658.56,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2023-05-04 05:02:05
NXT1V5lgHyPCAOD3vraH74VVm,Fixed Term Interest,XRP,346.04749203,XRP,346.04749203,$160.64,-,-,"approved / Term Deposit Interest",2023-05-04 05:02:05
NXTQHjh7wgJj0zDrvy9OtbAQ,Interest,XRP,0.00157005,XRP,0.00157005,$0.00,-,-,"approved / XRP Interest Earned",2023-05-04 05:00:06
NXT7yZBNfKxbMzK5lmjzpLU4,Interest,LINK,0.00814159,LINK,0.00814159,$0.05,-,-,"approved / LINK Interest Earned",2023-05-04 05:00:06
NXT7405BUEZn3NFWUCuG5kDde,Interest,LINK,0.00814093,LINK,0.00814093,$0.05,-,-,"approved / LINK Interest Earned",2023-05-03 05:00:06
NXT8haIBCfbNsWNgPknenebf,Interest,XRP,0.00156988,XRP,0.00156988,$0.00,-,-,"approved / XRP Interest Earned",2023-05-03 05:00:06
NXT42NGkR6ph91hbKeGstd53L,Interest,XRP,0.00156971,XRP,0.00156971,$0.00,-,-,"approved / XRP Interest Earned",2023-05-02 05:00:07
NXTxxQChV1dFs5mDGBCAzsel,Interest,LINK,0.00814027,LINK,0.00814027,$0.05,-,-,"approved / LINK Interest Earned",2023-05-02 05:00:07
NXT6NSfX2nyq3OjV4FYApp6kg,Interest,XRP,0.00156954,XRP,0.00156954,$0.00,-,-,"approved / XRP Interest Earned",2023-05-01 05:00:07
NXT5OJc4Wej897uEws59QpwuL,Interest,LINK,0.00813961,LINK,0.00813961,$0.05,-,-,"approved / LINK Interest Earned",2023-05-01 05:00:07
NXT6Piaw7cufZ9Ax4gRK2yhsE,Interest,XRP,0.00156938,XRP,0.00156938,$0.00,-,-,"approved / XRP Interest Earned",2023-04-30 05:00:06
NXT4stZONw4QTo74YFLylENPg,Interest,LINK,0.00813895,LINK,0.00813895,$0.05,-,-,"approved / LINK Interest Earned",2023-04-30 05:00:06
NXT6gGcU7WNgyGZBnApXTrFrp,Interest,LINK,0.00813829,LINK,0.00813829,$0.05,-,-,"approved / LINK Interest Earned",2023-04-29 05:00:07
NXT6XLQSlH1h0Gmyhod8YCNaB,Interest,XRP,0.00156921,XRP,0.00156921,$0.00,-,-,"approved / XRP Interest Earned",2023-04-29 05:00:07
NXT2cA2JmhV3u65HZn080bKs6,Interest,XRP,0.00156904,XRP,0.00156904,$0.00,-,-,"approved / XRP Interest Earned",2023-04-28 05:00:07
NXThxWvrg6iWBe1bNIFW4veo,Interest,LINK,0.00813763,LINK,0.00813763,$0.05,-,-,"approved / LINK Interest Earned",2023-04-28 05:00:07
NXT51sXN9A3MeOPX3eJW7Cx0F,Interest,LINK,0.00813697,LINK,0.00813697,$0.05,-,-,"approved / LINK Interest Earned",2023-04-27 05:00:07
NXTcSgjFCC6nCstHSTRdzuCW,Interest,XRP,0.00156887,XRP,0.00156887,$0.00,-,-,"approved / XRP Interest Earned",2023-04-27 05:00:07
NXT4ptsFuv2OTSpLsiJNL8U18,Interest,LINK,0.00813632,LINK,0.00813632,$0.05,-,-,"approved / LINK Interest Earned",2023-04-26 05:00:07
NXT1jLR145Kd6RIeISuXcc8h5,Interest,XRP,0.00156870,XRP,0.00156870,$0.00,-,-,"approved / XRP Interest Earned",2023-04-26 05:00:07
NXT7BECAXmg0BanFcjnrQG8s4,Interest,LINK,0.00813566,LINK,0.00813566,$0.05,-,-,"approved / LINK Interest Earned",2023-04-25 05:00:07
NXTAd3F4nVBCRco5mCMdcdfY,Interest,XRP,0.00156853,XRP,0.00156853,$0.00,-,-,"approved / XRP Interest Earned",2023-04-25 05:00:07
NXT5ZJFHoHdFfFh1Moec7sGVX,Interest,LINK,0.00813500,LINK,0.00813500,$0.05,-,-,"approved / LINK Interest Earned",2023-04-24 05:00:06
NXTsG0TyGmPXkylIEXKRjFFB,Interest,XRP,0.00156836,XRP,0.00156836,$0.00,-,-,"approved / XRP Interest Earned",2023-04-24 05:00:06
NXT35yW9qd0jFVhTY1wuEFf2g,Interest,XRP,0.00156820,XRP,0.00156820,$0.00,-,-,"approved / XRP Interest Earned",2023-04-23 05:00:07
NXT2Ci6JRogpcLARAsJvCXwQU,Interest,LINK,0.00813434,LINK,0.00813434,$0.05,-,-,"approved / LINK Interest Earned",2023-04-23 05:00:07
NXT6xOq6QNSR4RNWDZvYROH5h,Interest,LINK,0.00813368,LINK,0.00813368,$0.05,-,-,"approved / LINK Interest Earned",2023-04-22 05:00:07
NXT4X4bodcB7tBkO3hi9E4Mqq,Interest,XRP,0.00156803,XRP,0.00156803,$0.00,-,-,"approved / XRP Interest Earned",2023-04-22 05:00:07
NXT640TjKlTo4mTOglgpFiT1m,Interest,LINK,0.00813302,LINK,0.00813302,$0.06,-,-,"approved / LINK Interest Earned",2023-04-21 05:00:07
NXT5tb05hY2sZ0G27xgQXNbva,Interest,XRP,0.00156786,XRP,0.00156786,$0.00,-,-,"approved / XRP Interest Earned",2023-04-21 05:00:07
NXT6XpTkvPiLvTlLkLikDMZUE,Interest,XRP,0.00156769,XRP,0.00156769,$0.00,-,-,"approved / XRP Interest Earned",2023-04-20 05:00:07
NXT3lof2hmFjKR0BoSCLa9uuG,Interest,LINK,0.00813236,LINK,0.00813236,$0.06,-,-,"approved / LINK Interest Earned",2023-04-20 05:00:07
NXT5MS5GKkIHdikCJklNWNtPd,Interest,XRP,0.00156752,XRP,0.00156752,$0.00,-,-,"approved / XRP Interest Earned",2023-04-19 05:00:07
NXT1ogVyzhnA9aBNAKnn8Ude0,Interest,LINK,0.00813170,LINK,0.00813170,$0.06,-,-,"approved / LINK Interest Earned",2023-04-19 05:00:07
NXT7MsWIzjSW18VqZNGao0pBQ,Interest,LINK,0.00813105,LINK,0.00813105,$0.06,-,-,"approved / LINK Interest Earned",2023-04-18 05:00:07
NXT1Ckbv2W9x3RIQZJqCBkw2O,Interest,XRP,0.00156735,XRP,0.00156735,$0.00,-,-,"approved / XRP Interest Earned",2023-04-18 05:00:07
NXT5kBG5RcODaTUANSSLVkP6n,Interest,LINK,0.00813039,LINK,0.00813039,$0.06,-,-,"approved / LINK Interest Earned",2023-04-17 05:00:07
NXT3BIIHTdABRqGYvZAHKpqYp,Interest,XRP,0.00156719,XRP,0.00156719,$0.00,-,-,"approved / XRP Interest Earned",2023-04-17 05:00:07
NXT7UJHT2rEuxi4n7DitkxxUR,Interest,LINK,0.00812973,LINK,0.00812973,$0.06,-,-,"approved / LINK Interest Earned",2023-04-16 05:00:07
NXT4ConbOkl0fvDyf2jXr3D7q,Interest,XRP,0.00156702,XRP,0.00156702,$0.00,-,-,"approved / XRP Interest Earned",2023-04-16 05:00:07
NXT6hrvMnSVVDnxkgptCSitTv,Interest,XRP,0.00156685,XRP,0.00156685,$0.00,-,-,"approved / XRP Interest Earned",2023-04-15 05:00:07
NXT4feDF9GS388h8nCRQPpbaS,Interest,LINK,0.00812907,LINK,0.00812907,$0.06,-,-,"approved / LINK Interest Earned",2023-04-15 05:00:07
NXT3TsJPuyeoK9zYcwaYfUWd4,Interest,XRP,0.00156668,XRP,0.00156668,$0.00,-,-,"approved / XRP Interest Earned",2023-04-14 05:00:07
NXT1oKTDiWpyYcxAMo2sIM6Dq,Interest,LINK,0.00812841,LINK,0.00812841,$0.06,-,-,"approved / LINK Interest Earned",2023-04-14 05:00:07
NXT5Flq4WA1VE7jHNoQpripnZ,Interest,LINK,0.00812775,LINK,0.00812775,$0.05,-,-,"approved / LINK Interest Earned",2023-04-13 05:00:07
